,Word,Tag
803639,Iranian,gpe
803655,State,org
803656,Department,org
803664,September,tim
803667,Iranian,gpe
803668,President,per
803669,Mahmoud,per
803670,Ahmadinejad,per
803676,New,geo
803677,York,geo
803693,U.S.,org
803694,Justice,org
803695,Department,org
803710,U.S.,geo
803716,Guantanamo,geo
803717,Bay,geo
803719,Cuba,geo
803735,Justice,org
803736,Department,org
803746,U.S.,org
803747,District,org
803748,Court,org
803750,Washington,geo
803765,President,per
803766,Bush,per
803770,U.S.,geo
803787,Guantanamo,geo
803794,Afghanistan,geo
803801,Taleban,org
803803,al-Qaida,org
803807,Pakistan,geo
803818,Islamabad,per
803836,Islamabad,per
803837,Friday,tim
803873,United,geo
803874,States,geo
803877,West,geo
803889,Pakistan,geo
803892,July,tim
803893,seventh,tim
803894,London,geo
803899,British,gpe
803900,Muslims,org
803901,of,org
803902,Pakistani,gpe
803903,origin,org
803917,Thursday,tim
803919,Pakistani,gpe
803920,President,per
803921,Pervez,per
803922,Musharraf,per
803926,of,org
803927,Pakistanis,gpe
803938,Israel,geo
803943,Israeli,gpe
803949,Iran,geo
803963,Iranian,gpe
803967,Istanbul,geo
803978,Israeli,gpe
803998,Tel,org
803999,Aviv,org
804000,Sunday,tim
804011,Japan,geo
804016,Afghanistan,gpe
804039,Japan,geo
804043,Tuesday,tim
804049,two-day,tim
804053,Tokyo,geo
804055,Afghan,gpe
804082,Afghanistan,geo
804085,Tuesday,tim
804087,Tokyo,geo
804089,Afghan,gpe
804092,Rangeen,per
804093,Dadfar,per
804094,Spanta,per
804109,Japan,geo
804113,Afghanistan,geo
804121,Tokyo,geo
804134,Afghanistan,geo
804140,Japanese,gpe
804141,Prime,per
804143,Yasuo,per
804144,Fukuda,per
804146,Tokyo,geo
804148,Monday,tim
804152,two-day,tim
804159,Mr.,per
804160,Fukuda,per
804162,Japan,geo
804167,Afghanistan,geo
804173,China,geo
804196,Anhui,geo
804203,World,org
804204,Health,org
804205,Organization,org
804209,China,geo
804228,Hunan,geo
804231,Vietnam,org
804244,today,tim
804272,Vietnam,geo
804273,since,tim
804274,2002,tim
804276,Taiwanese,gpe
804313,U.S.,org
804314,Supreme,org
804315,Court,org
804317,Justice,org
804318,William,org
804319,Rehnquist,org
804348,Thursday,tim
804351,Justice,org
804352,Rehnquist,org
804400,Washington,geo
804402,Mr.,per
804403,Rehnquist,per
804406,Tuesday,tim
804441,President,per
804442,Bush,per
804457,Sandra,tim
804458,Day,tim
804459,O'Connor,tim
804461,U.S.,org
804465,Donald,per
804466,Rumsfeld,per
804471,Guatemala,geo
804475,Washington,geo
804487,American,gpe
804490,Mr.,per
804491,Rumsfeld,per
804498,Thursday,tim
804501,President,per
804502,Oscar,per
804503,Berger,per
804519,Guatemala,geo
804526,Venezuela,geo
804529,president,per
804530,Jose,per
804531,Vicente,per
804532,Rangel,per
804538,Mr.,per
804539,Rumsfeld,per
804541,Brazil,geo
804542,Wednesday,tim
804553,Venezuela,geo
804560,Mr.,per
804561,Rumsfeld,per
804577,U.S.,geo
804583,Venezuela,geo
804597,U.S.,geo
804600,President,per
804601,Hugo,per
804602,Chavez,per
804607,Army,org
804620,U.S.,geo
804625,Iraqis,gpe
804627,The,org
804628,Associated,org
804629,Press,org
804635,James,per
804636,Daniel,per
804641,Army,org
804679,August,tim
804689,101st,org
804690,Airborne,org
804698,Iraqi,gpe
804704,Samarra,geo
804706,May,tim
804707,9,tim
804728,Iraqis,gpe
804744,U.S.,org
804748,State,org
804749,John,per
804750,Negroponte,org
804753,Pakistan,geo
804755,President,per
804756,Pervez,per
804757,Musharraf,per
804765,Islamabad,tim
804766,Thursday,tim
804768,Pakistan,geo
804770,Foreign,org
804771,Ministry,org
804787,General,org
804788,Musharraf,org
804790,Negroponte,org
804793,U.S.,org
804803,Pakistan,geo
804810,two-day,tim
804813,Pakistan,geo
804815,Negroponte,org
804818,Mr.,per
804819,Musharraf,org
804833,Thursday,tim
804836,U.S.,geo
804840,Prime,per
804842,Shaukat,per
804843,Aziz,per
804854,Negroponte,org
804857,Pakistan,geo
804859,Wednesday,tim
804874,U.S.,geo
804883,U.S.,geo
804886,Iraq,geo
804888,2004,tim
804889,and,tim
804890,2005,tim
804902,Wednesday,tim
804910,Iraqi,gpe
804931,Baghdad,geo
804939,Baghdad,geo
804952,U.S.,geo
804957,U.S.,geo
804967,Baghdad,geo
804974,Pentagon,org
804986,Australian,gpe
804989,U.S.,geo
804994,Iraq,geo
804997,Abu,org
804998,Ghraib,org
805020,two,tim
805030,U.S.,gpe
805033,Iraq,geo
805035,Iranian,gpe
805037,Minister,per
805038,Kamal,per
805039,Kharazi,per
805041,India,geo
805053,Iranian,gpe
805056,India,geo
805058,Pakistan,geo
805066,Mr.,per
805067,Kharazi,per
805071,two-day,tim
805074,New,geo
805075,Delhi,geo
805084,Indian,gpe
805086,Minister,per
805087,Natwar,per
805088,Singh,per
805095,Prime,per
805096,Minister,per
805097,Manmohan,per
805098,Singh,per
805102,India,geo
805133,1994,tim
805139,India,geo
805141,Pakistan,geo
805154,India,geo
805157,Congress,org
805163,May,tim
805172,Pakistan,geo
805174,Russia,geo
805177,Poland,gpe
805191,Polish,gpe
805192,President,per
805193,Lech,per
805194,Kaczynski,per
805196,April,tim
805198,Russian,gpe
805199,Deputy,org
805200,Prosecutor,org
805201,General,org
805202,Alexander,org
805203,Zvyagintsev,org
805219,western,geo
805220,Russia,geo
805226,Thursday,tim
805229,Polish,gpe
805236,Krzysztof,org
805237,Parulski,org
805243,Polish,gpe
805244,Prime,per
805246,Donald,per
805247,Tusk,per
805253,Russian,gpe
805267,Polish,gpe
805271,April,tim
805272,10,tim
805275,President,per
805276,Kaczynski,per
805285,Russian,gpe
805288,Smolensk,geo
805310,President,per
805311,Kaczynski,per
805325,Robert,per
805326,Zoellick,per
805331,African,geo
805332,Union,geo
805338,Northern,geo
805339,Darfur,geo
805344,El,per
805345,Fasher,per
805346,U.S.,org
805350,State,org
805351,Robert,org
805352,Zoellick,org
805357,Sudanese,gpe
805365,Arab,gpe
805377,Mr.,per
805378,Zoellick,per
805383,Darfur,org
805385,Friday,tim
805417,Sudanese,gpe
805424,U.S.,geo
805431,African,geo
805432,Union,geo
805435,Sudan,geo
805436,Said,geo
805437,Djinnit,geo
805469,Afghan,gpe
805486,United,geo
805487,States,geo
805499,Aisha,per
805507,Grossman,org
805508,Burn,org
805509,Foundation,org
805511,Los,geo
805512,Angeles,geo
805515,U.S.,geo
805519,California,geo
805542,Aisha,per
805564,Taliban,org
805584,Aisha,per
805604,Afghanistan,geo
805606,U.N.,geo
805609,Secretary-General,org
805610,Kofi,per
805611,Annan,per
805617,Iran,geo
805622,Mahmoud,per
805623,Ahmadinejad,per
805643,Iran,geo
805652,Mr.,per
805653,Annan,per
805656,Akbar,per
805657,Ganji,per
805665,Mr.,per
805666,Ganji,per
805670,2001,tim
805686,Two,tim
805707,Tehran,org
805718,Iranian,gpe
805721,Mr.,per
805722,Ganji,per
805733,VOA,org
805750,German,gpe
805751,Chancellor,per
805752,Gerhard,per
805753,Schroeder,per
805756,Christian,org
805757,Democratic,org
805758,Union,org
805761,Angela,per
805762,Merkel,per
805791,Sunday,tim
805792,evening,tim
805798,Friday,tim
805805,Ms.,per
805806,Merkel,per
805817,Mr.,per
805818,Schroeder,tim
805858,Mr.,per
805859,Schroeder,tim
805863,Ms.,per
805864,Merkel,per
805872,Ms.,per
805873,Merkel,per
805881,Germany,geo
805883,Mr.,per
805884,Schroeder,tim
805889,Mr.,per
805890,Schroeder,tim
805892,Ms.,per
805893,Merkel,per
805909,Arab,org
805910,League,org
805914,Arab,gpe
805919,Iraq,geo
805933,Amr,per
805934,Moussa,per
805939,Sunday,tim
805950,Iraq,geo
805954,Middle,geo
805955,East,geo
805957,Mr.,per
805958,Moussa,per
805961,Iraq,geo
805970,Saddam,geo
805971,Hussein,geo
805973,2003,tim
805984,Iraq,geo
805986,Sunni,geo
805987,Arab,geo
805989,Shi'ite,geo
806005,Iraq,geo
806006,Sunday,tim
806025,Tikrit,geo
806029,U.S.,geo
806038,al-Qaida,org
806040,Iraq,geo
806048,Mosul,geo
806050,Ramadi,geo
806054,Australia,geo
806072,New,geo
806073,South,geo
806074,Wales,geo
806077,Wednesday,tim
806083,Hong,geo
806084,Kong,geo
806087,Malaysian,gpe
806097,Sydney,geo
806103,South,geo
806104,East,geo
806143,Australia,geo
806144,three,tim
806155,Australia,geo
806157,Unlawful,org
806158,Gaming,org
806159,Act,org
806168,July,tim
806169,4,tim
806194,Monday,tim
806219,New,geo
806220,York,geo
806239,Saudi,per
806240,Arabia,per
806243,United,geo
806244,States,geo
806271,Australia,geo
806273,Britain,geo
806303,today,tim
806307,one,tim
806313,Buddhist,org
806321,Russia,geo
806322,Tuesday,tim
806329,Dalai,geo
806330,Lama,geo
806341,first,tim
806342,time,tim
806343,in,tim
806344,more,tim
806345,than,tim
806346,12,tim
806350,Tibetan,gpe
806356,Khurul,org
806357,Monastery,org
806360,second,tim
806361,day,tim
806362,of,tim
806364,three-day,tim
806367,Russia,geo
806369,Buddhist,geo
806372,Kalmykia,geo
806374,China,geo
806377,Moscow,geo
806383,Dalai,geo
806384,Lama,geo
806389,Beijing,geo
806402,China,geo
806407,Russian,gpe
806427,Moscow,geo
806434,Dalai,geo
806435,Lama,geo
806445,Ukrainian,gpe
806452,Prime,per
806453,Minister,per
806454,Yulia,per
806455,Tymoshenko,per
806471,Wednesday,tim
806485,President,per
806486,Viktor,per
806487,Yanukovych,per
806489,Mr.,per
806490,Yanukovych,per
806492,Ms.,per
806493,Tymoshenko,per
806498,election,tim
806503,Ukraine,geo
806508,Tymoshenko,per
806531,Ms.,per
806532,Tymoshenko,per
806552,Americans,gpe
806564,Congress,org
806567,Associated,org
806568,Press,org
806569,/,org
806570,Ipsos,org
806573,Friday,tim
806590,Congress,org
806606,November,tim
806610,House,org
806611,of,org
806612,Representatives,org
806631,House,per
806632,Leader,per
806633,Tom,per
806634,Delay,per
806640,Congress,org
806670,Mr.,per
806671,Delay,per
806686,Spain,gpe
806690,Davis,per
806691,Cup,per
806698,United,geo
806699,States,geo
806705,in,tim
806706,Seville,tim
806712,Juan,per
806713,Carlos,per
806714,Ferrero,per
806716,Carlos,per
806717,Moya,per
806719,Rafael,per
806720,Nadal,per
806722,Tommy,per
806723,Robredo,per
806728,Spain,gpe
806733,Netherlands,geo
806738,France,geo
806743,Moya,per
806756,Robredo,per
806760,13th,tim
806763,United,geo
806764,States,geo
806783,Andy,per
806784,Roddick,per
806787,Davis,per
806788,Cup,per
806793,December,tim
806794,03-May,tim
806797,United,geo
806798,States,geo
806814,1997,tim
806817,Americans,gpe
806825,1995,tim
806827,Spain,gpe
806830,Davis,per
806831,Cup,per
806833,2000,tim
806853,Mauritania,geo
806855,Tuesday,tim
806876,Monday,tim
806900,Tuesday,tim
806927,President,per
806928,Mohamed,per
806929,Khouna,per
806930,Ould,per
806931,Haidallah,per
806960,President,per
806961,Maaouiya,per
806962,Ould,per
806963,Taya,per
806969,United,geo
806970,States,geo
806977,Pakistani,gpe
806992,Osama,per
806993,bin,per
806994,Laden,per
806998,al-Qaida,org
807009,Osama,per
807010,bin,per
807011,Laden,per
807015,Ayman,per
807016,al-Zawahiri,per
807054,Washington,geo
807060,Pakistan,per
807066,al-Qaida,org
807074,United,geo
807075,States,geo
807077,U.S.,geo
807080,bin,per
807081,Laden,per
807094,Pakistan,per
807096,Afghanistan,gpe
807098,U.S.,geo
807100,Russian,gpe
807109,Moscow,geo
807113,Russia,geo
807128,Thursday,tim
807133,Russia,geo
807141,Moscow,geo
807159,Moscow,geo
807161,Russian,gpe
807185,Since,tim
807186,1998,tim
807189,United,geo
807190,States,geo
807198,Russia,geo
807208,Afghan,gpe
807230,southern,geo
807231,Afghanistan,geo
807244,Kandahar,geo
807247,Friday,tim
807287,past,tim
807288,six,tim
807294,Afghanistan,geo
807306,Kandahar,geo
807310,Taleban,org
807326,Wednesday,tim
807343,Russian,gpe
807357,the,geo
807358,Amur,geo
807359,River,geo
807373,November,tim
807374,13,tim
807375,Chinese,gpe
807381,Russia,geo
807399,Russian,gpe
807403,Wednesday,tim
807408,non-profit,org
807409,World,org
807410,Wildlife,org
807411,Fund,org
807444,spring,tim
807445,thaw,tim
807458,Chinese,gpe
807460,two,tim
807476,China,geo
807478,Songhua,geo
807479,River,geo
807481,Russia,geo
807494,Cuba,geo
807496,Brazil,geo
807499,Palestinian,gpe
807501,Yasser,per
807502,Arafat,per
807515,Palestinian,gpe
807518,Cuban,gpe
807519,President,per
807520,Fidel,per
807521,Castro,per
807522,Thursday,tim
807530,Mr.,per
807531,Arafat,org
807538,Palestinian,gpe
807543,Cuba,geo
807551,Cuba,geo
807553,Communist,geo
807554,Party,geo
807557,Granma,org
807560,Mr.,per
807561,Arafat,org
807575,Arab,gpe
807601,Palestine,geo
807604,Brazil,geo
807606,President,per
807607,Luiz,per
807608,Inacio,per
807609,Lula,per
807610,da,per
807611,Silva,per
807613,Mr.,per
807614,Arafat,per
807629,Middle,geo
807630,East,geo
807636,Palestinian,gpe
807639,Venezuela,geo
807644,President,per
807645,Bush,per
807658,American,gpe
807661,President,per
807662,Hugo,per
807663,Chavez,per
807667,President,per
807668,Bush,per
807682,Venezuela,geo
807688,President,per
807689,Chavez,per
807692,Santo,geo
807693,Domingo,geo
807694,Saturday,tim
807699,Dominican,gpe
807700,President,per
807701,Leonel,per
807702,Fernandez,per
807707,Venezuela,geo
807710,U.S.,geo
807714,since,tim
807715,2002,tim
807718,Washington,geo
807725,President,per
807726,Chavez,per
807730,The,org
807731,Associated,org
807732,Press,org
807735,Dominican,gpe
807736,President,per
807758,Venezuela,geo
807761,U.S.,geo
807762,Venezuela,geo
807764,Cuba,geo
807787,Caracas,org
807788,Wednesday,tim
807790,Venezuelan,gpe
807791,President,per
807792,Hugo,per
807793,Chavez,per
807795,Cuban,gpe
807797,President,per
807798,Carlos,per
807799,Lage,per
807806,Lage,per
807808,Mr.,per
807809,Chavez,per
807815,Cuban,gpe
807817,Fidel,per
807818,Castro,per
807836,Venezuelan,gpe
807842,Mr.,per
807843,Chavez,per
807848,Mr.,per
807849,Castro,per
807854,Mr.,per
807855,Chavez,per
807857,Mr.,per
807858,Castro,per
807868,Cuban,gpe
807871,Mr.,per
807872,Castro,per
807880,Mr.,per
807881,Castro,per
807890,July,tim
807911,Raul,per
807912,Castro,per
807916,U.S.,geo
807924,Middle,geo
807925,East,geo
807929,Israeli,gpe
807930,Prime,per
807931,Minster,per
807932,Ariel,per
807933,Sharon,per
807940,State,org
807941,Department,org
807950,Thursday,tim
807962,Israeli,gpe
807964,Palestinian,gpe
807973,Palestinian,gpe
807978,January,tim
807979,25,tim
807981,Palestinian,gpe
807983,Mahmoud,per
807984,Abbas,per
807993,Israel,geo
808003,East,geo
808004,Jerusalem,geo
808006,Thursday,tim
808008,Mr.,per
808009,Abbas,per
808013,Mr.,per
808014,Sharon,per
808029,Jerusalem,geo
808031,Israel,geo
808034,Prime,per
808036,Ehud,per
808037,Olmert,per
808040,Israeli,gpe
808048,Israeli,gpe
808052,March,tim
808053,28,tim
808060,Afghan,gpe
808073,Sunday,tim
808076,Kandahar,geo
808097,Taliban,org
808107,Afghan,gpe
808119,U.S.,geo
808121,NATO,org
808133,Afghan,gpe
808141,Taliban,org
808147,Sunday,tim
808150,Dutch,gpe
808162,Afghanistan,geo
808167,Afghan,gpe
808170,Kabul,geo
808183,NATO,org
808187,NATO,org
808196,Helmand,geo
808200,Vice,per
808201,President,per
808202,Dick,per
808203,Cheney,per
808206,Bush,org
808217,Iraq,geo
808228,U.S.,org
808229,Congress,org
808231,Tuesday,tim
808242,Sunday,tim
808244,Cheney,per
808253,American,gpe
808273,Democratic,geo
808274,Party,geo
808282,House,org
808283,of,org
808284,Representatives,org
808289,Senate,org
808292,vice,per
808308,Iraq,geo
808321,President,per
808322,Bush,org
808326,Congress,org
808328,2001,tim
808332,Istanbul,geo
808344,International,geo
808345,Women,geo
808346,'s,tim
808347,Day,tim
808366,observance,tim
808367,of,tim
808369,March,tim
808370,8,tim
808395,Television,org
808448,Beyazit,geo
808458,Egyptian,gpe
808459,President,per
808460,Hosni,per
808461,Mubarak,per
808466,Cairo,tim
808467,Sunday,tim
808469,Israeli,gpe
808471,Palestinian,gpe
808478,US,org
808479,Middle,geo
808480,East,geo
808484,Sunday,tim
808502,Associated,org
808503,Press,org
808505,Egyptian,gpe
808506,Foreign,per
808507,Minister,per
808508,Ahmed,per
808509,Aboul,per
808510,Gheit,per
808528,Palestinian,gpe
808529,President,per
808530,Mahmoud,per
808531,Abbas,per
808540,Israel,geo
808552,Israeli,gpe
808556,Israeli,gpe
808557,Prime,per
808558,Minister,per
808559,Benjamin,per
808560,Netanyahu,per
808570,US,org
808572,George,per
808573,Mitchell,per
808584,Mr.,per
808585,Netanyahu,per
808587,Mr.,per
808588,Abbas,per
808593,China,geo
808626,Xinhua,org
808632,Friday,tim
808642,China,geo
808650,Russia,geo
808668,Amur,geo
808672,Russian,gpe
808675,Khabarovsk,geo
808681,Russian,gpe
808709,China,geo
808710,two,tim
808715,November,tim
808716,13,tim
808728,China,geo
808730,Songhua,geo
808736,Worldwide,org
808737,Fund,org
808738,for,org
808739,Nature,org
808751,the,geo
808752,Mediterranean,geo
808754,East,geo
808755,Atlantic,geo
808760,WWF,org
808784,European,org
808785,Union,org
808786,",",org
808787,Libyan,gpe
808790,Turkish,gpe
808813,Japan,geo
808830,WWF,org
808842,Atlantic,geo
808864,United,geo
808865,States,geo
808867,Japan,geo
808874,Palestinian,gpe
808879,Israeli,gpe
808884,Palestinian,gpe
808889,Gaza,geo
808890,Strip,geo
808893,Israeli,gpe
808914,Israeli,gpe
808918,Islamic,org
808919,Jihad,org
808934,Gaza,geo
808938,Israeli,gpe
808941,Sderot,geo
808944,Israeli,gpe
808949,Sunday,tim
808951,Israeli,gpe
808957,Hamas,org
808961,Gaza,geo
808964,Israeli,gpe
808972,Palestinians,gpe
808979,Israeli,gpe
808984,Palestinians,gpe
808998,Israel,geo
809003,Gaza,geo
809011,Israel,geo
809013,Afghan,gpe
809015,NATO,org
809020,Taleban,org
809025,southern,geo
809026,Afghanistan,geo
809037,Wednesday,tim
809040,Shah,org
809041,Wali,org
809042,Kot,org
809045,Kandahar,geo
809056,Taleban,org
809070,Afghan,gpe
809072,NATO,org
809083,Afghanistan,geo
809095,Afghan,gpe
809097,NATO,org
809099,U.S.,geo
809102,Taleban,org
809105,President,per
809106,Bush,per
809111,U.S.,org
809112,Congress,org
809127,Mr.,per
809128,Bush,per
809132,Thursday,tim
809139,American,org
809140,Legislative,org
809141,Exchange,org
809142,Council,org
809169,Congress,org
809194,Mr.,per
809195,Bush,per
809219,Congress,org
809244,America,geo
809246,Mr.,per
809247,Bush,per
809256,United,geo
809257,States,geo
809266,Chinese,gpe
809271,Roman,per
809272,Catholic,per
809282,John,per
809283,Paul,per
809286,Cardinal,org
809287,Kung,org
809288,Foundation,org
809294,Catholic,per
809295,Church,per
809297,China,geo
809304,Sunday,tim
809308,Bishop,per
809309,Yao,per
809310,Liang,per
809312,Thursday,tim
809322,Bishop,per
809323,Yao,per
809346,China,geo
809349,Catholic,per
809350,Church,per
809357,Friday,tim
809359,Father,org
809360,Wang,org
809361,Jinling,org
809392,Afghanistan,geo
809413,Taleban,org
809422,Friday,tim
809434,Helmand,geo
809437,Reuters,org
809444,Shadi,geo
809445,Khan,geo
809451,Deshu,geo
809468,Zabul,geo
809488,Afghan,gpe
809496,Taleban,org
809509,Afghan,gpe
809516,September,tim
809517,11,tim
809518,",",tim
809519,2001,tim
809523,United,geo
809524,States,geo
809526,Kosovo,geo
809537,United,org
809538,Nations-run,org
809562,Kosovo,geo
809563,President,per
809564,Ibrahim,per
809565,Rugova,per
809570,Kosovo,geo
809572,Albania,geo
809582,Kosovo,geo
809589,Balkans,geo
809591,U.N.,org
809592,Secretary-General,org
809593,Kofi,per
809594,Annan,per
809595,Wednesday,tim
809605,Kosovo,geo
809608,Kosovo,geo
809613,Serbia,geo
809618,Belgrade,geo
809629,International,org
809630,Committee,org
809633,Red,org
809634,Cross,org
809636,Kosovo,geo
809638,Serbian,gpe
809656,1990s,tim
809665,past,tim
809666,few,tim
809688,Israeli,gpe
809714,Israeli,gpe
809727,Israeli,gpe
809733,Thursday,tim
809734,afternoon,tim
809740,Shfaram,geo
809789,Israeli,gpe
809793,Gaza,org
809794,Strip,org
809796,Israeli,gpe
809809,Kach,per
809812,Spanish,gpe
809817,Moroccans,gpe
809826,'s,tim
809827,Madrid,tim
809837,Interior,org
809838,Ministry,org
809845,Tuesday,tim
809848,Madrid,tim
809869,Morocco,geo
809871,Islamic,org
809872,Combat,org
809873,Group,org
809883,November,tim
809884,2003,tim
809887,Casablanca,geo
809889,Morocco,geo
809907,Moroccan,gpe
809909,Youssef,org
809910,Belhadj,org
809916,Belgium,geo
809918,Spanish,gpe
809931,al-Qaida,org
809939,Madrid,tim
809950,Russia,geo
809955,Yukos,org
809958,Moscow,geo
809967,the,geo
809968,Sibneft,geo
809975,Vedomosti,geo
810001,Yukos,org
810006,Sibneft,geo
810022,Mikhail,per
810023,Khodorkovsky,per
810025,Mr.,per
810026,Khodorkovsky,per
810044,Yukos,org
810065,Mr.,per
810066,Khodorkovsky,per
810076,Kremlin,org
810101,Afghanistan,geo
810105,Helmand,geo
810111,Friday,tim
810119,Sangin,geo
810127,Friday,tim
810130,U.S.,geo
810143,Taleban,org
810146,Afghan,gpe
810173,Paktika,geo
810177,U.S.,geo
810182,Taleban,org
810187,Afghan,gpe
810199,Afghanistan,geo
810215,Taleban,org
810228,Afghanistan,geo
810242,2001,tim
810245,Taleban,org
810248,Chad,geo
810256,six,tim
810271,Prime,per
810272,Minister,per
810273,Pascal,per
810274,Yoadimnadji,per
810295,Sudan,geo
810301,Sudan,geo
810306,Chad,geo
810321,Arab,gpe
810324,African,gpe
810346,United,org
810347,Nations,org
810350,Chadian,gpe
810356,Arab,gpe
810359,Chad,geo
810362,Sudan,geo
810364,U.N.,org
810375,Sudan,geo
810377,Darfur,geo
810387,Chad,geo
810390,Iraqi,gpe
810393,al-Qaida,org
810407,Morocco,geo
810411,Baghdad,geo
810416,Ziyad,per
810417,Khalaf,per
810418,Karbouli,per
810421,Tuesday,tim
810428,TV,org
810430,Karbouli,per
810438,Iraqi,gpe
810444,Jordan,gpe
810450,Karbouli,per
810458,Khaled,per
810459,Desouki,per
810465,Karbouli,org
810471,Moroccans,gpe
810473,October,tim
810478,Iraq,geo
810481,Amman,org
810483,Jordanian,gpe
810508,Moroccans,gpe
810513,Zimbabwe,geo
810516,Herald,org
810535,Herald,org
810560,Macheke,geo
810581,Herald,org
810583,Zimbabwean,gpe
810586,Aeneas,per
810587,Chigwedere,per
810610,September,tim
810611,1,tim
810620,Israel,geo
810627,Prime,per
810628,Minister,per
810629,Ariel,per
810630,Sharon,per
810638,Monday,tim
810641,Tel,org
810642,Aviv,org
810645,Mr.,per
810646,Sharon,per
810653,prime,per
810670,Mr.,per
810671,Sharon,per
810677,January,tim
810685,Pakistan,geo
810691,Taleban,org
810693,Abdul,per
810694,Latif,per
810695,Hakimi,per
810697,Afghanistan,geo
810700,Afghan,gpe
810707,Pakistani,gpe
810710,Mr.,per
810711,Hakimi,per
810718,Taleban,org
810732,Quetta,geo
810736,Pakistan,geo
810738,Baluchistan,geo
810741,Afghanistan,geo
810743,Afghan,gpe
810744,President,per
810745,Hamid,per
810746,Karzai,per
810748,France,org
810750,LCI,org
810752,Wednesday,tim
810760,Mr.,per
810761,Hakimi,per
810771,Afghanistan,geo
810774,Pakistani,gpe
810794,Afghanistan,geo
810799,Mr.,per
810800,Hakimi,geo
810802,Pakistani,gpe
810810,Mr.,per
810811,Hakimi,geo
810817,Taleban,org
810826,Taleban,org
810836,Pakistan,geo
810838,Iraqi,gpe
810848,Sunni,geo
810849,Arabs,gpe
810856,Saturday,tim
810864,Iraq,geo
810876,Sunni,geo
810877,Arabs,gpe
810897,Iraq,geo
810918,Prime,per
810919,Minister,per
810920,Iyad,per
810921,Allawi,per
810934,minister,per
810935,Hazem,per
810936,al-Shaalan,per
810961,Iraq,geo
810964,Allawi,per
810974,April,tim
810977,European,org
810978,Commission,org
810986,France,geo
811007,Commission,org
811010,EU,org
811017,France,geo
811028,European,org
811029,Court,org
811030,of,org
811031,Justice,org
811032,since,tim
811033,2001,tim
811055,Commission,org
811062,France,geo
811075,EU,org
811083,France,geo
811088,The,org
811089,Associated,org
811090,Press,org
811092,French,gpe
811103,since,tim
811104,2002,tim
811113,EU,org
811122,first,tim
811123,half,tim
811124,of,tim
811128,Dubai,org
811129,World,org
811154,Asia,geo
811156,Australia,geo
811161,Europe,geo
811173,between,tim
811174,January,tim
811175,and,tim
811176,June,tim
811246,Inaugural,org
811247,Jameson,org
811248,Grill,org
811274,Saturday,tim
811276,September,tim
811277,20,tim
811278,",",tim
811279,1997,tim
811282,2.00,tim
811283,p.m.,tim
811285,7.00,tim
811286,p.m.,tim
811294,Jameson,org
811295,Camp,org
811301,Jameson,org
811302,Grill,org
811358,Grill,org
811461,Jameson,org
811462,Grill,org
811492,Jameson,org
811493,Camp,org
811523,Grill,org
811538,Pat,per
811539,Bray,per
811560,New,geo
811561,Hebrides,geo
811570,18th,tim
811571,century,tim
811588,day,tim
811591,British,gpe
811593,French,gpe
811598,New,geo
811599,Hebrides,geo
811602,19th,tim
811603,century,tim
811607,1906,tim
811610,Anglo-French,art
811611,Condominium,art
811620,1980,tim
811627,Vanuatu,geo
811633,963,tim
811635,Luxembourg,geo
811641,1815,tim
811647,the,geo
811648,Netherlands,geo
811659,Belgium,geo
811661,1839,tim
811675,1867,tim
811679,Germany,geo
811690,1948,tim
811696,Benelux,org
811697,Customs,org
811698,Union,org
811703,NATO,org
811709,1957,tim
811711,Luxembourg,geo
811721,European,org
811722,Economic,org
811723,Community,org
811727,European,org
811728,Union,org
811733,1999,tim
811741,Russia,geo
811747,Uzbekistan,org
811751,19th,tim
811752,century,tim
811758,Red,org
811759,Army,org
811762,Bolshevik,org
811763,Revolution,org
811773,1924,tim
811812,Aral,org
811813,Sea,org
811822,1991,tim
811847,Islamic,geo
811863,Philippine,geo
811864,Islands,geo
811867,Spanish,gpe
811871,16th,tim
811872,century,tim
811879,US,org
811881,1898,tim
811884,Spanish-American,eve
811885,War,eve
811888,1935,tim
811890,Philippines,geo
811896,Manuel,per
811897,QUEZON,per
811912,10-year,tim
811913,transition,tim
811916,1942,tim
811921,Japanese,gpe
811924,World,eve
811925,War,eve
811926,II,eve
811929,US,geo
811932,Filipinos,gpe
811936,1944,tim
811937,-,tim
811938,45,tim
811944,4,tim
811945,July,tim
811946,1946,tim
811948,Republic,org
811949,of,org
811950,the,org
811951,Philippines,org
811960,Ferdinand,per
811961,MARCOS,per
811964,1986,tim
811974,Manila,geo
811977,EDSA,org
811987,Corazon,per
811988,AQUINO,per
812012,Fidel,per
812013,RAMOS,per
812018,1992,tim
812035,1992,tim
812038,US,geo
812048,Joseph,per
812049,ESTRADA,per
812054,1998,tim
812063,Gloria,per
812064,MACAPAGAL-ARROYO,per
812067,January,tim
812068,2001,tim
812070,ESTRADA,per
812089,EDSA,org
812090,2,org
812097,MACAPAGAL-ARROYO,per
812102,six-year,tim
812107,May,tim
812108,2004,tim
812120,Philippine,org
812144,Benigno,per
812145,AQUINO,per
812146,III,per
812151,six-year,tim
812156,May,tim
812157,2010,tim
812160,Philippine,org
812161,Government,org
812169,US,org
812170,Government,org
812172,Foreign,org
812173,Terrorist,org
812174,Organization,org
812177,Manila,per
812185,Moro,geo
812190,Philippines,geo
812201,Moro,org
812202,National,org
